,fund_code,short_name,name,fund_type,full_name
240,000329,PHFRDKZ,鹏华丰饶定开债,定开债券,PENGHUAFENGRAODINGKAIZHAI
241,000330,HTFXJBHBA,汇添富现金宝货币A,货币型,HUITIANFUXIANJINBAOHUOBIA
242,000331,ZJHBA,中加货币A,货币型,ZHONGJIAHUOBIA
243,000332,ZJHBC,中加货币C,货币型,ZHONGJIAHUOBIC
244,000333,CCWGSYZQA,长城稳固收益债券A,债券型,CHANGCHENGWENGUSHOUYIZHAIQUANA
245,000334,CCWGSYZQC,长城稳固收益债券C,债券型,CHANGCHENGWENGUSHOUYIZHAIQUANC
246,000335,AXYLXYC,安信永利信用C,定开债券,ANXINYONGLIXINYONGC
247,000336,NYYJJXHH,农银研究精选混合,混合型,NONGYINYANJIUJINGXUANHUNHE
248,000338,PHSZBLZQ,鹏华双债保利债券,债券型,PENGHUASHUANGZHAIBAOLIZHAIQUAN
249,000339,CCYLBJHH,长城医疗保健混合,混合型,CHANGCHENGYILIAOBAOJIANHUNHE
250,000341,JSXXSCC2QDII,嘉实新兴市场C2(QDII),QDII,JIASHIXINXINGSHICHANGC2QDII
251,000342,JSXXSCA1QDII,嘉实新兴市场A1(QDII),QDII,JIASHIXINXINGSHICHANGA1QDII
252,000343,HXCFBHBA,华夏财富宝货币A,货币型,HUAXIACAIFUBAOHUOBIA
253,000345,PHFRDKZ,鹏华丰融定开债,定开债券,PENGHUAFENGRONGDINGKAIZHAI
254,000346,JXAXHB6GYDKA,建信安心回报6个月定开A,定开债券,JIANXINANXINHUIBAO6GEYUEDINGKAIA
255,000347,JXAXHB6GYDKC,建信安心回报6个月定开C,定开债券,JIANXINANXINHUIBAO6GEYUEDINGKAIC
256,000351,GFHFDQZQA,国富恒丰定期债券A,定开债券,GUOFUHENGFENGDINGQIZHAIQUANA
257,000352,GFHFDQZQC,国富恒丰定期债券C,定开债券,GUOFUHENGFENGDINGQIZHAIQUANC
258,000354,CSCZHZTHH,长盛城镇化主题混合,混合型,CHANGSHENGCHENGZHENHUAZHUTIHUNHE
259,000355,NFFYXYZQZQA,南方丰元信用增强债券A,债券型,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANA
260,000356,NFFYXYZQZQC,南方丰元信用增强债券C,债券型,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANC
261,000359,YFDYLCHBA,易方达易理财货币A,货币型,YIFANGDAYILICAIHUOBIA
262,000362,GTJXJZYSHHA,国泰聚信价值优势混合A,混合型,GUOTAIJUXINJIAZHIYOUSHIHUNHEA
263,000363,GTJXJZYSHHC,国泰聚信价值优势混合C,混合型,GUOTAIJUXINJIAZHIYOUSHIHUNHEC
264,000366,HTFTFTHBA,汇添富添富通货币A,货币型,HUITIANFUTIANFUTONGHUOBIA
265,000367,GTAKDQZFHHA,国泰安康定期支付混合A,混合型,GUOTAIANKANGDINGQIZHIFUHUNHEA
266,000368,HTFHS300AZZS,汇添富沪深300安中指数,股票指数,HUITIANFUHUSHEN300ANZHONGZHISHU
267,000369,GFQQYLBJQDII,广发全球医疗保健(QDII),QDII-指数,GUANGFAQUANQIUYILIAOBAOJIANQDII
268,000370,GFQQYLBJMY,广发全球医疗保健美元,QDII-指数,GUANGFAQUANQIUYILIAOBAOJIANMEIYUAN
269,000371,MSJYXJBHBA,民生加银现金宝货币A,货币型,MINSHENGJIAYINXIANJINBAOHUOBIA
270,000372,ZYHLBNDKZ,中银惠利半年定开债,定开债券,ZHONGYINHUILIBANNIANDINGKAIZHAI
271,000373,HAZZXFYYETFLJA,华安中证细分医药ETF联接A,联接基金,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEA
272,000376,HAZZXFYYETFLJC,华安中证细分医药ETF联接C,联接基金,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEC
273,000377,STMGSZZLZQA,上投摩根双债增利债券A,债券型,SHANGTOUMOGENSHUANGZHAIZENGLIZHAIQUANA
274,000378,STMGSZZLZQC,上投摩根双债增利债券C,债券型,SHANGTOUMOGENSHUANGZHAIZENGLIZHAIQUANC
275,000379,PARZLHBA,平安日增利货币A,货币型,PINGANRIZENGLIHUOBIA
276,000380,JSCCJYHBA,景顺长城景益货币A,货币型,JINGSHUNCHANGCHENGJINGYIHUOBIA
277,000381,JSCCJYHBB,景顺长城景益货币B,货币型,JINGSHUNCHANGCHENGJINGYIHUOBIB
278,000385,JSCCJYSLZQA,景顺长城景颐双利债券A,债券型,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANA
279,000386,JSCCJYSLZQC,景顺长城景颐双利债券C,债券型,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANC
280,000389,GFTTHHBA,广发天天红货币A,货币型,GUANGFATIANTIANHONGHUOBIA
281,000390,HSYSHYHH,华商优势行业混合,混合型,HUASHANGYOUSHIHANGYEHUNHE
282,000394,RTTYDRZQA,融通通源短融债券A,债券型,RONGTONGTONGYUANDUANRONGZHAIQUANA
283,000395,HTFAXZGZQA,汇添富安心中国债券A,债券型,HUITIANFUANXINZHONGGUOZHAIQUANA
284,000396,HTFAXZGZQC,汇添富安心中国债券C,债券型,HUITIANFUANXINZHONGGUOZHAIQUANC
285,000397,HTFQEBHB,汇添富全额宝货币,货币型,HUITIANFUQUANEBAOHUOBI
286,000398,HFLHPZHH,华富灵活配置混合,混合型,HUAFULINGHUOPEIZHIHUNHE
287,000402,GYCZZQA,工银纯债债券A,债券型,GONGYINCHUNZHAIZHAIQUANA
288,000403,GYCZZQB,工银纯债债券B,债券型,GONGYINCHUNZHAIZHAIQUANB
289,000404,YFDXXCZLHPZ,易方达新兴成长灵活配置,混合型,YIFANGDAXINXINGCHENGZHANGLINGHUOPEIZHI
290,000406,HTFSLZQZQA,汇添富双利增强债券A,债券型,HUITIANFUSHUANGLIZENGQIANGZHAIQUANA
291,000407,HTFSLZQZQC,汇添富双利增强债券C,债券型,HUITIANFUSHUANGLIZENGQIANGZHAIQUANC
292,000408,MSJYCZHHHA,民生加银城镇化混合A,混合型,MINSHENGJIAYINCHENGZHENHUAHUNHEA
293,000409,PHHBCYGP,鹏华环保产业股票,股票型,PENGHUAHUANBAOCHANYEGUPIAO
294,000410,YMFWLXHH,益民服务领先混合,混合型,YIMINFUWULINGXIANHUNHE
295,000411,JSCCYZCZGP,景顺长城优质成长股票,股票型,JINGSHUNCHANGCHENGYOUZHICHENGZHANGGUPIAO
296,000414,JSJDSYCLDQHH,嘉实绝对收益策略定期混合,混合型,JIASHIJUEDUISHOUYICELUEDINGQIHUNHE
297,000415,DMTL18GYDKZA,大摩添利18个月定开债A,定开债券,DAMOTIANLI18GEYUEDINGKAIZHAIA
298,000416,DMTL18GYDKZC,大摩添利18个月定开债C,定开债券,DAMOTIANLI18GEYUEDINGKAIZHAIC
299,000417,GLAXJXHH,国联安新精选混合,混合型,GUOLIANANXINJINGXUANHUNHE
300,000418,JSCCCZZXGP,景顺长城成长之星股票,股票型,JINGSHUNCHANGCHENGCHENGZHANGZHIXINGGUPIAO
301,000419,DMYZXJCZA,大摩优质信价纯债A,债券型,DAMOYOUZHIXINJIACHUNZHAIA
302,000420,DMYZXJCZC,大摩优质信价纯债C,债券型,DAMOYOUZHIXINJIACHUNZHAIC
303,000421,HTBRFHZQA,华泰柏瑞丰汇债券A,债券型,HUATAIBAIRUIFENGHUIZHAIQUANA
304,000422,HTBRFHZQC,华泰柏瑞丰汇债券C,债券型,HUATAIBAIRUIFENGHUIZHAIQUANC
305,000423,QHKYSJQDHHA,前海开源事件驱动混合A,混合型,QIANHAIKAIYUANSHIJIANQUDONGHUNHEA
306,000424,CSTLBHBA,长盛添利宝货币A,货币型,CHANGSHENGTIANLIBAOHUOBIA
307,000425,CSTLBHBB,长盛添利宝货币B,货币型,CHANGSHENGTIANLIBAOHUOBIB
308,000431,PHPPCCHH,鹏华品牌传承混合,混合型,PENGHUAPINPAICHUANCHENGHUNHE
309,000432,ZYYXQYHH,中银优秀企业混合,混合型,ZHONGYINYOUXIUQIYEHUNHE
310,000433,AXXFYXHH,安信鑫发优选混合,混合型,ANXINXINFAYOUXUANHUNHE
311,000434,XHYNBHBA,新华壹诺宝货币A,货币型,XINHUAYINUOBAOHUOBIA
312,000435,JXWDTLZQA,建信稳定添利债券A,债券型,JIANXINWENDINGTIANLIZHAIQUANA
313,000436,YFDYHDKHHFQS,易方达裕惠定开混合发起式,混合型,YIFANGDAYUHUIDINGKAIHUNHEFAQISHI
314,000439,GJXYHB,国金鑫盈货币,货币型,GUOJINXINYINGHUOBI
315,000452,NFYYBJLHPZHH,南方医药保健灵活配置混合,混合型,NANFANGYIYAOBAOJIANLINGHUOPEIZHIHUNHE
316,000457,STMGHXCZGP,上投摩根核心成长股票,股票型,SHANGTOUMOGENHEXINCHENGZHANGGUPIAO
317,000458,YDLXHBHHFQS,英大领先回报混合发起式,混合型,YINGDALINGXIANHUIBAOHUNHEFAQISHI
318,000459,YDLXHBHHFQS,英大领先回报混合发起式(后端),混合型,YINGDALINGXIANHUIBAOHUNHEFAQISHI
319,000462,NYZTLDHH,农银主题轮动混合,混合型,NONGYINZHUTILUNDONGHUNHE
320,000463,HSSZFLZQA,华商双债丰利债券A,债券型,HUASHANGSHUANGZHAIFENGLIZHAIQUANA
321,000464,JSHQBHB,嘉实活期宝货币,货币型,JIASHIHUOQIBAOHUOBI
322,000465,JSCCXYXDQZFZQ,景顺长城鑫月薪定期支付债券,定开债券,JINGSHUNCHANGCHENGXINYUEXINDINGQIZHIFUZHAIQUAN
323,000466,RTTRZQAB,融通通瑞债券A/B,债券型,RONGTONGTONGRUIZHAIQUANAB
324,000469,FGMBQLYNQCZZQ,富国目标齐利一年期纯债债券,定开债券,FUGUOMUBIAOQILIYINIANQICHUNZHAIZHAIQUAN
325,000470,FGMBQLYNQCZZQ,富国目标齐利一年期纯债债券(后端),定开债券,FUGUOMUBIAOQILIYINIANQICHUNZHAIZHAIQUAN
326,000471,FGCZFZGP,富国城镇发展股票,股票型,FUGUOCHENGZHENFAZHANGUPIAO
327,000472,FGCZFZGP,富国城镇发展股票(后端),股票型,FUGUOCHENGZHENFAZHANGUPIAO
328,000475,GFTTLHBA,广发天天利货币A,货币型,GUANGFATIANTIANLIHUOBIA
329,000476,GFTTLHBB,广发天天利货币B,货币型,GUANGFATIANTIANLIHUOBIB
330,000477,GFZTLXHH,广发主题领先混合,混合型,GUANGFAZHUTILINGXIANHUNHE
331,000478,JXZZ500ZSZQA,建信中证500指数增强A,股票指数,JIANXINZHONGZHENG500ZHISHUZENGQIANGA
332,000480,DFHXDLHH,东方红新动力混合,混合型,DONGFANGHONGXINDONGLIHUNHE
333,000481,HSSZFLZQC,华商双债丰利债券C,债券型,HUASHANGSHUANGZHAIFENGLIZHAIQUANC
334,000483,XYHBA,鑫元货币A,货币型,XINYUANHUOBIA
335,000484,XYHBB,鑫元货币B,货币型,XINYUANHUOBIB
336,000487,JS3GYLCZQA,嘉实3个月理财债券A,理财型,JIASHI3GEYUELICAIZHAIQUANA
337,000488,JS3GYLCZQE,嘉实3个月理财债券E,理财型,JIASHI3GEYUELICAIZHAIQUANE
338,000489,GDSMHLCZA,光大岁末红利纯债A,债券型,GUANGDASUIMOHONGLICHUNZHAIA
339,000490,GDSMHLCZC,光大岁末红利纯债C,债券型,GUANGDASUIMOHONGLICHUNZHAIC
340,000493,NFXJTA,南方现金通A,货币型,NANFANGXIANJINTONGA
341,000494,NFXJTB,南方现金通B,货币型,NANFANGXIANJINTONGB
342,000495,NFXJTC,南方现金通C,货币型,NANFANGXIANJINTONGC
343,000496,CACYJXHHA,长安产业精选混合A,混合型,CHANGANCHANYEJINGXUANHUNHEA
344,000497,CTCZZQA,财通纯债债券A,债券型,CAITONGCHUNZHAIZHAIQUANA
345,000501,HFHF18GYDKZC,华富恒富18个月定开债C,定开债券,HUAFUHENGFU18GEYUEDINGKAIZHAIC
346,000502,HFHF18GYDKZA,华富恒富18个月定开债A,定开债券,HUAFUHENGFU18GEYUEDINGKAIZHAIA
347,000503,ZXJTJHZDZA,中信建投景和中短债A,债券型,ZHONGXINJIANTOUJINGHEZHONGDUANZHAIA
348,000504,ZXJTJHZDZC,中信建投景和中短债C,债券型,ZHONGXINJIANTOUJINGHEZHONGDUANZHAIC
349,000505,GSABHBA,国寿安保货币A,货币型,GUOSHOUANBAOHUOBIA
350,000506,GSABHBB,国寿安保货币B,货币型,GUOSHOUANBAOHUOBIB
351,000507,TDHLHDHHA,泰达宏利宏达混合A,混合型,TAIDAHONGLIHONGDAHUNHEA
352,000508,TDHLHDHHB,泰达宏利宏达混合B,混合型,TAIDAHONGLIHONGDAHUNHEB
353,000509,GFQDZHBA,广发钱袋子货币A,货币型,GUANGFAQIANDAIZIHUOBIA
354,000511,GTGCQDLHPZHHA,国泰国策驱动灵活配置混合A,混合型,GUOTAIGUOCEQUDONGLINGHUOPEIZHIHUNHEA
355,000512,GTHS300ZSZQA,国泰沪深300指数增强A,股票指数,GUOTAIHUSHEN300ZHISHUZENGQIANGA
356,000513,FGGDZZHYGP,富国高端制造行业股票,股票型,FUGUOGAODUANZHIZAOHANGYEGUPIAO
357,000514,FGGDZZHYGP,富国高端制造行业股票(后端),股票型,FUGUOGAODUANZHIZAOHANGYEGUPIAO
358,000516,FGXLYNQDQKFZQXA,富国祥利一年期定期开放债券型A,定开债券,FUGUOXIANGLIYINIANQIDINGQIKAIFANGZHAIQUANXINGA
359,000517,FGXLYNQDQKFZQXC,富国祥利一年期定期开放债券型C,定开债券,FUGUOXIANGLIYINIANQIDINGQIKAIFANGZHAIQUANXINGC
360,000520,SYXXJZCZHH,上银新兴价值成长混合,混合型,SHANGYINXINXINGJIAZHICHENGZHANGHUNHE
361,000521,NARXDKZQ,诺安瑞鑫定开债券,定开债券,NUOANRUIXINDINGKAIZHAIQUAN
362,000522,HRYDXXCMKJHH,华润元大信息传媒科技混合,混合型,HUARUNYUANDAXINXICHUANMEIKEJIHUNHE
363,000523,GTRYYLBJHHA,国投瑞银医疗保健混合A,混合型,GUOTOURUIYINYILIAOBAOJIANHUNHEA
364,000524,STMGMSXQGP,上投摩根民生需求股票,股票型,SHANGTOUMOGENMINSHENGXUQIUGUPIAO
365,000526,GTNYLHPZHHA,国泰浓益灵活配置混合A,混合型,GUOTAINONGYILINGHUOPEIZHIHUNHEA
366,000527,NFXYXLHPZHHA,南方新优享灵活配置混合A,混合型,NANFANGXINYOUXIANGLINGHUOPEIZHIHUNHEA
367,000528,GYXJHBA,工银薪金货币A,货币型,GONGYINXINJINHUOBIA
368,000529,GFJZYSHHA,广发竞争优势混合A,混合型,GUANGFAJINGZHENGYOUSHIHUNHEA
369,000530,ZSFSWDZZHHA,招商丰盛稳定增长混合A,混合型,ZHAOSHANGFENGSHENGWENDINGZENGZHANGHUNHEA
370,000531,DWAEFHH,东吴阿尔法混合,混合型,DONGWUAERFAHUNHE
371,000532,JSCCYSQYHH,景顺长城优势企业混合,混合型,JINGSHUNCHANGCHENGYOUSHIQIYEHUNHE
372,000533,YYHBA,永赢货币A,货币型,YONGYINGHUOBIA
373,000534,CSGDZBHH,长盛高端装备混合,混合型,CHANGSHENGGAODUANZHUANGBEIHUNHE
374,000535,CSHTHGZBLHPZHH,长盛航天海工装备灵活配置混合,混合型,CHANGSHENGHANGTIANHAIGONGZHUANGBEILINGHUOPEIZHIHUNHE
375,000536,QHKYKZZZQ,前海开源可转债债券,债券型,QIANHAIKAIYUANKEZHUANZHAIZHAIQUAN
376,000538,NAYSHYHHA,诺安优势行业混合A,混合型,NUOANYOUSHIHANGYEHUNHEA
377,000539,ZYHQBHB,中银活期宝货币,货币型,ZHONGYINHUOQIBAOHUOBI
378,000540,GJJTTHBA,国金金腾通货币A,货币型,GUOJINJINTENGTONGHUOBIA
379,000541,HSCXCZHHFQS,华商创新成长混合发起式,混合型,HUASHANGCHUANGXINCHENGZHANGHUNHEFAQISHI
380,000542,SYHCBHBA,上银慧财宝货币A,货币型,SHANGYINHUICAIBAOHUOBIA
381,000543,SYHCBHBB,上银慧财宝货币B,货币型,SHANGYINHUICAIBAOHUOBIB
382,000545,ZYHXJZLLHPZHH,中邮核心竞争力灵活配置混合,混合型,ZHONGYOUHEXINJINGZHENGLILINGHUOPEIZHIHUNHE
383,000546,XYDKZA,兴业定开债A,定开债券,XINGYEDINGKAIZHAIA
384,000547,JXJKMSHH,建信健康民生混合,混合型,JIANXINJIANKANGMINSHENGHUNHE
385,000548,PHJCTHB,鹏华聚财通货币,货币型,PENGHUAJUCAITONGHUOBI
386,000549,HADGXJJGP,华安大国新经济股票,股票型,HUAANDAGUOXINJINGJIGUPIAO
387,000550,GFXDLHH,广发新动力混合,混合型,GUANGFAXINDONGLIHUNHE
388,000551,XCXFXFHH,信诚幸福消费混合,混合型,XINCHENGXINGFUXIAOFEIHUNHE
389,000552,ZJCZYNA,中加纯债一年A,定开债券,ZHONGJIACHUNZHAIYINIANA
390,000553,ZJCZYNC,中加纯债一年C,定开债券,ZHONGJIACHUNZHAIYINIANC
391,000554,ZGMLHPZHH,中国梦灵活配置混合,混合型,ZHONGGUOMENGLINGHUOPEIZHIHUNHE
392,000556,GTRYXJYLHPZHHA,国投瑞银新机遇灵活配置混合A,混合型,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEA
393,000557,GTRYXJYLHPZHHC,国投瑞银新机遇灵活配置混合C,混合型,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEC
394,000559,NATTBA,诺安天天宝A,货币型,NUOANTIANTIANBAOA
395,000560,NATTBE,诺安天天宝E,货币型,NUOANTIANTIANBAOE
396,000561,NFQYZQA,南方启元债券A,债券型,NANFANGQIYUANZHAIQUANA
397,000562,NFQYZQC,南方启元债券C,债券型,NANFANGQIYUANZHAIQUANC
398,000563,NFTLZQA,南方通利债券A,债券型,NANFANGTONGLIZHAIQUANA
399,000564,NFTLZQC,南方通利债券C,债券型,NANFANGTONGLIZHAIQUANC
400,000566,HTBRCXSJHHA,华泰柏瑞创新升级混合A,混合型,HUATAIBAIRUICHUANGXINSHENGJIHUNHEA
401,000567,GFJXLHHH,广发聚祥灵活混合,混合型,GUANGFAJUXIANGLINGHUOHUNHE
402,000569,PHZZBHB,鹏华增值宝货币,货币型,PENGHUAZENGZHIBAOHUOBI
403,000572,ZYDCLHHA,中银多策略混合A,混合型,ZHONGYINDUOCELUEHUNHEA
404,000573,THTLHH,天弘通利混合,混合型,TIANHONGTONGLIHUNHE
405,000574,BYXJZHHA,宝盈新价值混合A,混合型,BAOYINGXINJIAZHIHUNHEA
406,000575,XQTLBHB,兴全添利宝货币,货币型,XINGQUANTIANLIBAOHUOBI
407,000576,ZYHBA,中邮货币A,货币型,ZHONGYOUHUOBIA
408,000577,AXJZJXGP,安信价值精选股票,股票型,ANXINJIAZHIJINGXUANGUPIAO
409,000578,XYHXSYZQZQXFQSA,鑫元恒鑫收益增强债券型发起式A,债券型,XINYUANHENGXINSHOUYIZENGQIANGZHAIQUANXINGFAQISHIA
410,000579,XYHXSYZQZQXFQSC,鑫元恒鑫收益增强债券型发起式C,债券型,XINYUANHENGXINSHOUYIZENGQIANGZHAIQUANXINGFAQISHIC
411,000580,ZYHBB,中邮货币B,货币型,ZHONGYOUHUOBIB
412,000581,JSHQBHBA,嘉实活钱包货币A,货币型,JIASHIHUOQIANBAOHUOBIA
413,000583,JXJFDKZ,江信聚福定开债,定开债券,JIANGXINJUFUDINGKAIZHAI
414,000584,XHXYLHPZHH,新华鑫益灵活配置混合,混合型,XINHUAXINYILINGHUOPEIZHIHUNHE
415,000585,JSDCTLDQHH,嘉实对冲套利定期混合,混合型,JIASHIDUICHONGTAOLIDINGQIHUNHE
416,000586,JSCCZXCJXGP,景顺长城中小创精选股票,股票型,JINGSHUNCHANGCHENGZHONGXIAOCHUANGJINGXUANGUPIAO
417,000587,DCLHPZHH,大成灵活配置混合,混合型,DACHENGLINGHUOPEIZHIHUNHE
418,000588,ZSZQBHBA,招商招钱宝货币A,货币型,ZHAOSHANGZHAOQIANBAOHUOBIA
419,000589,GDYFSJHH,光大银发商机混合,混合型,GUANGDAYINFASHANGJIHUNHE
420,000590,HAXHLHH,华安新活力混合,混合型,HUAANXINHUOLIHUNHE
421,000591,ZYJKSHHH,中银健康生活混合,混合型,ZHONGYINJIANKANGSHENGHUOHUNHE
422,000592,JXGGHLGP,建信改革红利股票,股票型,JIANXINGAIGEHONGLIGUPIAO
423,000593,YFDBPXFPZSMYXHA,易方达标普消费品指数美元现汇A,QDII-指数,YIFANGDABIAOPUXIAOFEIPINZHISHUMEIYUANXIANHUIA
424,000594,DMJQYXGP,大摩进取优选股票,股票型,DAMOJINQUYOUXUANGUPIAO
425,000595,JSTHHH,嘉实泰和混合,混合型,JIASHITAIHEHUNHE
426,000596,QHKYZZJGZSA,前海开源中证军工指数A,股票指数,QIANHAIKAIYUANZHONGZHENGJUNGONGZHISHUA
427,000597,ZHJJSYHH,中海积极收益混合,混合型,ZHONGHAIJIJISHOUYIHUNHE
428,000598,CSSTHJHH,长盛生态环境混合,混合型,CHANGSHENGSHENGTAIHUANJINGHUNHE
429,000599,XCXJBHB,信诚薪金宝货币,货币型,XINCHENGXINJINBAOHUOBI
430,000600,HTFHJBHB,汇添富和聚宝货币,货币型,HUITIANFUHEJUBAOHUOBI
431,000601,HBCXYXHH,华宝创新优选混合,混合型,HUABAOCHUANGXINYOUXUANHUNHE
432,000602,FGAYHBA,富国安益货币A,货币型,FUGUOANYIHUOBIA
433,000603,YFDCXQDLHPZHH,易方达创新驱动灵活配置混合,混合型,YIFANGDACHUANGXINQUDONGLINGHUOPEIZHIHUNHE
434,000604,YHDLBHBA,银华多利宝货币A,货币型,YINHUADUOLIBAOHUOBIA
435,000605,YHDLBHBB,银华多利宝货币B,货币型,YINHUADUOLIBAOHUOBIB
436,000606,THYXZQ,天弘优选债券,债券型,TIANHONGYOUXUANZHAIQUAN
437,000607,ZSZQBHBB,招商招钱宝货币B,货币型,ZHAOSHANGZHAOQIANBAOHUOBIB
438,000609,HSXLHHH,华商新量化混合,混合型,HUASHANGXINLIANGHUAHUNHE
439,000612,HBSTZGHH,华宝生态中国混合,混合型,HUABAOSHENGTAIZHONGGUOHUNHE
440,000613,GSABHS300ETFLJ,国寿安保沪深300ETF联接,联接基金,GUOSHOUANBAOHUSHEN300ETFLIANJIE
441,000614,HADG30DAXLJ,华安德国30(DAX)联接,QDII-指数,HUAANDEGUO30DAXLIANJIE
442,000615,CCGZBHBA,长城工资宝货币A,货币型,CHANGCHENGGONGZIBAOHUOBIA
443,000618,JSXJBHB,嘉实薪金宝货币,货币型,JIASHIXINJINBAOHUOBI
444,000619,DFHCYSJHH,东方红产业升级混合,混合型,DONGFANGHONGCHANYESHENGJIHUNHE
445,000620,YFDXJZLHBA,易方达现金增利货币A,货币型,YIFANGDAXIANJINZENGLIHUOBIA
446,000621,YFDXJZLHBB,易方达现金增利货币B,货币型,YIFANGDAXIANJINZENGLIHUOBIB
447,000625,NATTBB,诺安天天宝B,货币型,NUOANTIANTIANBAOB
448,000626,DCFCBHBA,大成丰财宝货币A,货币型,DACHENGFENGCAIBAOHUOBIA
449,000627,DCFCBHBB,大成丰财宝货币B,货币型,DACHENGFENGCAIBAOHUOBIB
450,000628,DCGXJSCYGPA,大成高新技术产业股票A,股票型,DACHENGGAOXINJISHUCHANYEGUPIAOA
451,000634,FGTSLHPZJJ,富国天盛灵活配置基金,混合型,FUGUOTIANSHENGLINGHUOPEIZHIJIJIN
452,000635,FGTSLHPZJJ,富国天盛灵活配置基金(后端),混合型,FUGUOTIANSHENGLINGHUOPEIZHIJIJIN
453,000638,FGFQBHBA,富国富钱包货币A,货币型,FUGUOFUQIANBAOHUOBIA
454,000639,BYXRHHA,宝盈祥瑞混合A,混合型,BAOYINGXIANGRUIHUNHEA
455,000640,NALCBHBA,诺安理财宝货币A,货币型,NUOANLICAIBAOHUOBIA
456,000641,NALCBHBB,诺安理财宝货币B,货币型,NUOANLICAIBAOHUOBIB
457,000642,HTFHBC,汇添富货币C,货币型,HUITIANFUHUOBIC
458,000644,ZSZJBHBA,招商招金宝货币A,货币型,ZHAOSHANGZHAOJINBAOHUOBIA
459,000645,HXXJBHB,华夏薪金宝货币,货币型,HUAXIAXINJINBAOHUOBI
460,000646,HRYDLHYXHHA,华润元大量化优选混合A,混合型,HUARUNYUANDALIANGHUAYOUXUANHUNHEA
461,000647,YFDCFKXHBA,易方达财富快线货币A,货币型,YIFANGDACAIFUKUAIXIANHUOBIA
462,000648,YFDCFKXHBB,易方达财富快线货币B,货币型,YIFANGDACAIFUKUAIXIANHUOBIB
463,000649,CCJXLHPZ,长城久鑫灵活配置,混合型,CHANGCHENGJIUXINLINGHUOPEIZHI
464,000650,HTFHBD,汇添富货币D,货币型,HUITIANFUHUOBID
465,000651,ZSZJBHBB,招商招金宝货币B,货币型,ZHAOSHANGZHAOJINBAOHUOBIB
466,000652,BSYLLHPZHH,博时裕隆灵活配置混合,混合型,BOSHIYULONGLINGHUOPEIZHIHUNHE
467,000654,HSXRCYHH,华商新锐产业混合,混合型,HUASHANGXINRUICHANYEHUNHE
468,000655,XYWLZQ,鑫元稳利债券,债券型,XINYUANWENLIZHAIQUAN
469,000656,QHKYHS300ZS,前海开源沪深300指数,股票指数,QIANHAIKAIYUANHUSHEN300ZHISHU
470,000657,YHHQBHBA,银华活钱宝货币A,货币型,YINHUAHUOQIANBAOHUOBIA
471,000658,YHHQBHBB,银华活钱宝货币B,货币型,YINHUAHUOQIANBAOHUOBIB
472,000659,YHHQBHBC,银华活钱宝货币C,货币型,YINHUAHUOQIANBAOHUOBIC
473,000660,YHHQBHBD,银华活钱宝货币D,货币型,YINHUAHUOQIANBAOHUOBID
474,000661,YHHQBHBE,银华活钱宝货币E,货币型,YINHUAHUOQIANBAOHUOBIE
475,000662,YHHQBHBF,银华活钱宝货币F,货币型,YINHUAHUOQIANBAOHUOBIF
476,000663,GTRYMLZGHH,国投瑞银美丽中国混合,混合型,GUOTOURUIYINMEILIZHONGGUOHUNHE
477,000664,GLATYHHA,国联安通盈混合A,混合型,GUOLIANANTONGYINGHUNHEA
478,000665,BSXJSYHBB,博时现金收益货币B,货币型,BOSHIXIANJINSHOUYIHUOBIB
479,000667,GYJDSYHHFQA,工银绝对收益混合发起A,混合型,GONGYINJUEDUISHOUYIHUNHEFAQIA
480,000668,GSABZXZQA,国寿安保尊享债券A,债券型,GUOSHOUANBAOZUNXIANGZHAIQUANA
481,000669,GSABZXZQC,国寿安保尊享债券C,债券型,GUOSHOUANBAOZUNXIANGZHAIQUANC
482,000672,GYJDSYHHFQB,工银绝对收益混合发起B,混合型,GONGYINJUEDUISHOUYIHUNHEFAQIB
483,000673,RTSJTLZQLOFC,融通四季添利债券(LOF)C,债券型,RONGTONGSIJITIANLIZHAIQUANLOFC
484,000674,ZHZDZZQ,中海中短债债券,债券型,ZHONGHAIZHONGDUANZHAIZHAIQUAN
485,000677,GYXJHB,工银现金货币,货币型,GONGYINXIANJINHUOBI
486,000678,HBXJBHBE,华宝现金宝货币E,货币型,HUABAOXIANJINBAOHUOBIE
487,000679,ZSFLLHPZHHA,招商丰利灵活配置混合A,混合型,ZHAOSHANGFENGLILINGHUOPEIZHIHUNHEA
488,000681,XDAYHGJHBA,信达澳银慧管家货币A,货币型,XINDAAOYINHUIGUANJIAHUOBIA
489,000682,XDAYHGJHBC,信达澳银慧管家货币C,货币型,XINDAAOYINHUIGUANJIAHUOBIC
490,000683,XDAYHGJHBE,信达澳银慧管家货币E,货币型,XINDAAOYINHUIGUANJIAHUOBIE
